,youtubeId,movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,Documentary,War,Musical,Western,Film-Noir
1167,K_xaHuelVj8,1191,Madonna: Truth or Dare (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1168,0F8_qdd8iho,1192,Paris Is Burning (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1174,b2GL4UoL4o0,1199,Brazil (1985),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1184,bFniHEBdCrk,1210,Star Wars: Episode VI - Return of the Jedi (1983),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1193,acB78SkO80A,1219,Psycho (1960),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1205,Lugx0xX2G54,1232,Stalker (1979),0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1228,edlIdpopk1w,1256,Duck Soup (1933),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1229,YZbHagBNY98,1257,Better Off Dead... (1985),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1230,1jM2WA2WbDc,1258,"Shining, The (1980)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1232,gNXQQbgK_cc,1260,M (1931),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1237,OUKi0h5ZwPg,1265,Groundhog Day (1993),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1254,FasbBkzbnNE,1282,Fantasia (1940),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1256,iFjRxN3pw9s,1284,"Big Sleep, The (1946)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1275,tzawZeI53nM,1304,Butch Cassidy and the Sundance Kid (1969),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1278,-7l5dUZEbug,1307,When Harry Met Sally... (1989),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1281,lHpQ2S_F3u8,1310,Hype! (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1284,Adgp0v_mfTk,1313,Mad Dog Time (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1285,rcyzubFvBsA,1314,Breathing Room (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1286,cvrv8U5MfS4,1315,Paris Was a Woman (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1290,dPmWixRLFPQ,1319,Kids of Survival (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1295,TwecyXBMDUQ,1324,Amityville: Dollhouse (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1296,_t5Za_vuM70,1325,Amityville: A New Generation (1993),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1301,XBJD-lxh078,1330,April Fool's Day (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1302,MMcBEOvxXj4,1331,Audrey Rose (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1305,Apv2Bc3bt6w,1334,"Blob, The (1958)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1313,wzWmxjYNfz4,1343,Cape Fear (1991),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1317,8shbooEznrI,1347,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1318,JO1sXQ8DpYc,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,D4pb2JuU6Y4,1356,Star Trek: First Contact (1996),1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1340,oYDzQ1QTwxY,1371,Star Trek: The Motion Picture (1979),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1341,-rd74Gniz-A,1372,Star Trek VI: The Undiscovered Country (1991),0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1342,nUWtyUSC-NE,1373,Star Trek V: The Final Frontier (1989),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1345,zH2CGBOtJjc,1376,Star Trek IV: The Voyage Home (1986),1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1348,Fdqwbs8uKwQ,1379,Young Guns II (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1349,TFHgwi5Dlos,1380,Grease (1978),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1355,arr-4RGgJvU,1386,Terror in a Texas Town (1958),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1367,vemvP58rEWs,1398,In Love and War (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1371,Rl9mrsyz2PA,1404,Night Falls on Manhattan (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1372,K_MLWXe3PCc,1405,Beavis and Butt-Head Do America (1996),1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1374,Zz12rUg_15c,1407,Scream (1996),0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1387,SO0xPrFVNgw,1421,Grateful Dead (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1392,y6vAplEmgsI,1426,Zeus and Roxanne (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,YrMM2d20cAw,1430,Underworld (1996),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1400,xNMoQ_Cqt4E,1434,"Stranger, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1406,C1no75lpOiw,1441,Benny & Joon (1993),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1412,BScnohmeLBY,1447,Gridlock'd (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1415,S3qxgFbThIU,1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1416,41N7G1gZSes,1453,"Beautician and the Beast, The (1997)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1431,JCSMpRHcNuM,1468,Booty Call (1997),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1436,2gxjyajlMKU,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,7cx-FTr5INQ,1475,Kama Sutra: A Tale of Love (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1439,fBwwYHSogdE,1477,Love Jones (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1440,7-9mTiBawSM,1479,"Saint, The (1997)",0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1449,1VsOzczrWFY,1489,Cats Don't Dance (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1451,cGqJY4hyRfo,1493,Love and Other Catastrophes (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1457,Y7fGNsgCcHc,1500,Grosse Pointe Blank (1997),0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1458,x2sjkcs6F_w,1501,Keys to Tulsa (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1459,owEh5L1DzwM,1502,Kissed (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1468,06d7UoDYcOM,1514,Temptress Moon (Feng Yue) (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1474,eMNKYXlSjeE,1520,Commandments (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1476,kPdJxxkY-6U,1523,"Truth or Consequences, N.M. (1997)",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1489,tC-MNWJ87Cg,1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,BLtEfw77KqE,1566,Hercules (1997),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1519,AGyaJikfJnM,1570,Tetsuo II: Body Hammer (1992),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1523,gg0VF_EnFI4,1574,Fall (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1526,OijFtJ5iHzg,1578,"Innocent Sleep, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1530,dsvcU3hdi5E,1582,Wild America (1997),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,TpvzaulFE40,1583,"Simple Wish, A (1997)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,CVwj2TG6nqg,1587,Conan the Barbarian (1982),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1536,rD0MQC41xk0,1588,George of the Jungle (1997),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,EiATQ04pH14,1593,Picture Perfect (1997),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,40hHA9n4C2o,1599,Steel (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1564,yom2xLNiKTM,1617,L.A. Confidential (1997),0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1575,DY3XnCyKAEU,1629,"MatchMaker, The (1997)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1589,3U0KDQqtpSY,1646,RocketMan (a.k.a. Rocket Man) (1997),0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1601,vanu_y5NY6s,1658,"Life Less Ordinary, A (1997)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1605,DnWRx3B3kdc,1662,Gang Related (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1609,zgjUMHGjO0k,1666,Hugo Pool (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1612,0bBhEciISaY,1669,"Tango Lesson, The (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1624,cFm8oP9c9Hs,1681,Mortal Kombat: Annihilation (1997),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1629,_slwSCPtiLM,1686,Red Corner (1997),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1634,cUGbdOQZm18,1692,Alien Escape (1995),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1643,dRm60XEC9tc,1702,Flubber (1997),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,OpQs5FEi8og,1707,Home Alone 3 (1997),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,ZP12lveblKo,1709,Legal Deceit (1997),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1652,LHFDWd8VMkM,1711,Midnight in the Garden of Good and Evil (1997),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1654,Do6BqbQRIv8,1714,Never Met Picasso (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,_ESdH-CRUAE,1715,Office Killer (1997),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1658,_bhU3NsCIDs,1718,Stranger in the House (1997),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1678,yAEQafvL6nQ,1740,Men of Means (1999),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1679,UJDYrGDE0Ww,1742,Caught Up (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1680,m9gWo4lLSEU,1743,Arguing the World (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1685,Tjlmto66K0Y,1749,"Leading Man, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1686,Mf0cPAJ27hs,1750,Star Kid (1997),1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1692,B4eLBsvz5EA,1757,Fallen Angels (Duo luo tian shi) (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1696,-jzMICCAgHQ,1764,Tainted (1998),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1707,8Zu_vbdRryk,1777,"Wedding Singer, The (1998)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1711,QJZJmdbJCDk,1782,Little City (1998),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1715,lgZQ8gyUlwI,1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1725,yUEWCf3IJN4,1798,Hush (1998),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1730,0Qpwjjwszu0,1806,Paulie (1998),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,8C56EYhzyTs,1821,"Object of My Affection, The (1998)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1746,wb8WVubDmho,1826,Barney's Great Adventure (1998),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,R4ZzqLPvagc,1831,Lost in Space (1998),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1761,zO-jDWZ4mxA,1843,Slappy and the Stinkers (1998),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,GDTMC6HsriI,1849,Prince Valiant (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,1duitd-N1Us,1862,Species II (1998),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1790,GcZ89Aj2zs0,1874,Still Breathing (1997),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1794,aFalJyGNGmE,1878,Woo (1998),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1807,I7BwIPCX6ZQ,1891,"Ugly, The (1997)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1808,PAUysPs8NjA,1892,"Perfect Murder, A (1998)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1822,CbVTzvvvtQ8,1906,Mr. Jealousy (1997),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1825,pKRj7QCIXnY,1909,"X-Files: Fight the Future, The (1998)",0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
1835,wAfqn1F3lhE,1919,Madeline (1998),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,nGQP6PIXzyc,1920,Small Soldiers (1998),0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1842,B02ZBqu949E,1926,"Broadway Melody, The (1929)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1864,b0CuUw0_QWY,1948,Tom Jones (1963),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1888,gykHjlrWp2c,1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1889,lkD9h0zk9n0,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1891,vwAxi4A2YcY,1975,Friday the 13th Part 2 (1981),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1893,XneZ4N7N_Ek,1977,Friday the 13th Part IV: The Final Chapter (1984),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1894,lHiyYSuveJ4,1978,Friday the 13th Part V: A New Beginning (1985),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1896,0pgOSllKF_0,1980,Friday the 13th Part VII: The New Blood (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1898,v32ce9150hc,1982,Halloween (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1900,TIhDYNPeDRM,1984,Halloween III: Season of the Witch (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1901,U7y7qWFArjw,1985,Halloween 4: The Return of Michael Myers (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1902,QKY01V_Kh5Q,1986,Halloween 5: The Revenge of Michael Myers (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1903,OI9PFPLwEcE,1987,Prom Night (1980),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1906,DDe-OvUWM-A,1990,Prom Night IV: Deliver Us From Evil (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1907,gVebPEYiq2o,1991,Child's Play (1988),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1908,We-8utU1kHo,1992,Child's Play 2 (1990),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1910,UqlsrUvl8jw,1994,Poltergeist (1982),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1913,Oryofd_T-ng,1997,"Exorcist, The (1973)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1914,NIury7go2bM,1998,Exorcist II: The Heretic (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1924,VyaBJQBYamQ,2008,"This World, Then the Fireworks (1997)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1931,YkRvzcektB0,2015,"Absent-Minded Professor, The (1961)",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,cJ7bZpwzNfg,2017,Babes in Toyland (1961),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1934,jccatrrHiNo,2018,Bambi (1942),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1937,bWr4JvAWF20,2021,Dune (1984),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1943,PK0SizOkbF4,2027,Jane Austen's Mafia! (1998),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1950,x5Jown0os74,2034,"Black Hole, The (1979)",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1951,KA9iYT0NdZ8,2035,Blackbeard's Ghost (1968),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,WJ4Tx4Vq_K8,2036,Blank Check (1994),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,IjP0DhXhv74,2044,"Devil and Max Devlin, The (1981)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,-94NGRBMPmM,2048,"Great Mouse Detective, The (1986)",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1967,62dy01f9tCk,2051,Herbie Goes to Monte Carlo (1977),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,ANph32LoXR4,2054,"Honey, I Shrunk the Kids (1989)",1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1972,6Q5fqqKqgOA,2056,In Search of the Castaways (1962),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,0PI8VXaQiWs,2057,"Incredible Journey, The (1963)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,qnIhJwhBeqY,2061,Full Tilt Boogie (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1980,tP-QhaZILHw,2064,Roger & Me (1989),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1982,jMTBTfr2lVY,2066,Out of the Past (1947),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,5ng5XOCwQk4,2077,"Journey of Natty Gann, The (1985)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,st7ZBnk5wy0,2078,"Jungle Book, The (1967)",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,3sN-crgRXV0,2082,"Mighty Ducks, The (1992)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,mL50f0tGnKs,2084,Newsies (1992),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,kOxViR7eCuM,2087,Peter Pan (1953),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,WcKqtzj8LAg,2088,Popeye (1980),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,LALkkZEEUAQ,2091,Return from Witch Mountain (1978),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,5ouvkZzJ-Nc,2093,Return to Oz (1985),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,yDALFJIOM8M,2096,Sleeping Beauty (1959),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,SKJlAYQoCqY,2099,Song of the South (1946),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,NoXLXMbOgiU,2103,Tall Tale (1995),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,rLbvGtzwZvo,2105,Tron (1982),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2023,Q8LV1S2q2GA,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2028,PZbXDnXEpfk,2112,Grand Canyon (1991),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2032,gPLualk3hIw,2116,"Lord of the Rings, The (1978)",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,KR-kHtqs7vs,2118,"Dead Zone, The (1983)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2035,Zhi8f9EWdt4,2119,Maximum Overdrive (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2038,ZZ_Y2NbC-Dk,2122,Children of the Corn (1984),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2053,i0KTI7_PCfI,2137,Charlotte's Web (1973),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,BBPnal-FYi8,2143,Legend (1985),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2064,HGfQ87J6xQk,2148,House (1986),0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2069,1gniuSayKzs,2153,"Avengers, The (1998)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2073,sYseE51nwWg,2157,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2077,uwkfM-Gi7KU,2161,"NeverEnding Story, The (1984)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,VlwE7OPU23o,2162,"NeverEnding Story II: The Next Chapter, The (1990)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,HYoTGYT0-I4,2170,Wrongfully Accused (1998),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2089,N5KH6vB8dFI,2173,"Navigator: A Mediaeval Odyssey, The (1988)",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2094,22_0SIwqWWY,2178,Frenzy (1972),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2095,46Uk2iuO2FM,2179,Topaz (1969),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2096,LrzTpelAFVA,2180,Torn Curtain (1966),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2101,1xTC6UYgGSs,2185,I Confess (1953),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2103,mPKLrdt7Ym8,2187,Stage Fright (1950),0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2108,5a6faWdNCQI,2192,See the Sea (1997),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2109,XuezEXC3P7Y,2193,Willow (1988),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2112,DAZp_wbv0h4,2196,Knock Off (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2120,hRAYMV8b52I,2204,Saboteur (1942),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2122,sCrR9uQrPKA,2206,Suspicion (1941),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2125,_Joabx8YpAg,2209,Young and Innocent (1937),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2126,lXJv1BQr1iI,2210,Sabotage (1936),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2127,7-oN5IEjwIQ,2211,Secret Agent (1936),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2130,nVLPPHZZuEI,2214,Number Seventeen (a.k.a. Number 17) (1932),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2133,Ts6jSWYm0g0,2217,Elstree Calling (1930),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2172,S_Q70QmjNEw,2257,No Small Affair (1984),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2174,v9EHRObUQqY,2259,Blame It on Rio (1984),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2179,ONi8UKWENpI,2264,We're No Angels (1989),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2181,dkQSCxC7xC0,2266,"Butcher's Wife, The (1991)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2193,_zIOjl93WrU,2278,Ronin (1998),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2195,CAw_HZ4GsFc,2280,Clay Pigeons (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2213,vKe_AxTFGXc,2298,Strangeland (1998),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2226,kUHsZEo4I24,2311,2010: The Year We Make Contact (1984),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2243,AqTaIbDTNnE,2328,Vampires (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2254,ePlyWlhobDU,2339,I'll Be Home For Christmas (1998),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2255,LmhsWy7O54E,2340,Meet Joe Black (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2261,Ol4B6nAvBak,2346,"Stepford Wives, The (1975)",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
